impressions,campaign_id,account_name,campaign_name,ctr,clicks,adset_id,ad_id,cpc,cpm,adset_name,spend,date_start,conversions
1478,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.571042,38,23845476576250149,23845476576240149,1.047105,26.921516,NRTV=AWR04_DylanAshland__CONV=purchase,39.79,2020-07-21 0:00:00,0
2,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,20,[Content] All ATC / IC - 30 Days,0.04,2020-07-21 0:00:00,0
1605,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.056075,33,23845474015460149,23845476317930149,1.73,35.570093,NRTV=AWR01_productExplainer__CONV=purchase,57.09,2020-07-21 0:00:00,4
1441,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.763359,11,23844842610380149,23844842610250149,12.563636,95.905621,[Content] All ATC / IC - 30 Days,138.2,2020-07-21 0:00:00,0
198,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.010101,2,23845394307790149,23845443253320149,3.615,36.515152,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,7.23,2020-07-21 0:00:00,0
3185,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],4.050235,129,23845476403290149,23845476403260149,0.882713,35.751962,NRTV=AWR03_OrganicChange__CONV=purchase,113.87,2020-07-21 0:00:00,0
828,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.811594,15,23845474015460149,23845474022030149,1.836667,33.272947,NRTV=AWR01_productExplainer__CONV=purchase,27.55,2020-07-21 0:00:00,0
2997,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.800801,24,23845349878760149,23845443141470149,3.928333,31.458125,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,94.28,2020-07-21 0:00:00,0
1904,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],3.256303,62,23845476403290149,23845476403270149,0.831613,27.079832,NRTV=AWR03_OrganicChange__CONV=purchase,51.56,2020-07-21 0:00:00,0
5197,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.904368,47,23845485933310149,23845485933300149,3.022553,27.335001,AUD=Broad_CONV=purchase_CC$550,142.06,2020-07-21 0:00:00,0
723,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.936376,14,23845474015460149,23845476317940149,1.149286,22.254495,NRTV=AWR01_productExplainer__CONV=purchase,16.09,2020-07-20 0:00:00,0
783,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.893997,7,23844842610380149,23844842610250149,10.754286,96.14304,[Content] All ATC / IC - 30 Days,75.28,2020-07-20 0:00:00,0
80,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],6.25,5,23844842610380149,23844842610300149,1.3,81.25,[Content] All ATC / IC - 30 Days,6.5,2020-07-20 0:00:00,0
1767,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.622524,11,23845059400960149,23845443198930149,4.076364,25.376344,AUD=product_CONV=purchase_CC$550,44.84,2020-07-20 0:00:00,3
5182,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.926283,48,23845394307790149,23845443253320149,4.595625,42.568506,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,220.59,2020-07-20 0:00:00,0
6615,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.710506,47,23845485933310149,23845485933340149,2.999149,21.309146,AUD=Broad_CONV=purchase_CC$550,140.96,2020-07-20 0:00:00,0
293,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.706485,5,23844842610380149,23844842610320149,6.05,103.242321,[Content] All ATC / IC - 30 Days,30.25,2020-07-20 0:00:00,0
6669,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.204229,147,23845476403290149,23845476403280149,0.98483,21.707902,NRTV=AWR03_OrganicChange__CONV=purchase,144.77,2020-07-20 0:00:00,0
3561,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.898624,32,23845349878760149,23845443141470149,3.374688,30.325751,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,107.99,2020-07-20 0:00:00,0
566,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],2.120141,12,23845394274510149,23845443237370149,4.31,91.378092,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,51.72,2020-07-20 0:00:00,1
4085,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.933905,79,23845474015460149,23845476317930149,1.266329,24.489596,NRTV=AWR01_productExplainer__CONV=purchase,100.04,2020-07-20 0:00:00,0.4
2095,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.243437,47,23845476576250149,23845476576220149,1.431702,32.119332,NRTV=AWR04_DylanAshland__CONV=purchase,67.29,2020-07-20 0:00:00,0
185,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],2.162162,4,23844842610380149,23844842610260149,2.6075,56.378378,[Content] All ATC / IC - 30 Days,10.43,2020-07-20 0:00:00,0
8222,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.924349,76,23845485933310149,23845485933300149,2.832895,26.185843,AUD=Broad_CONV=purchase_CC$550,215.3,2020-07-20 0:00:00,0
2836,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.163611,33,23845059400960149,23845443198940149,2.931515,34.111425,AUD=product_CONV=purchase_CC$550,96.74,2020-07-20 0:00:00,0
5243,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.277894,67,23845394307790149,23845443253310149,3.430896,43.84322,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,229.87,2020-07-20 0:00:00,0
4320,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.291667,99,23845476403290149,23845476403270149,0.839394,19.236111,NRTV=AWR03_OrganicChange__CONV=purchase,83.1,2020-07-20 0:00:00,0
2603,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.420284,63,23845476403290149,23845476403300149,1.04,25.170957,NRTV=AWR03_OrganicChange__CONV=purchase,65.52,2020-07-20 0:00:00,0
527,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],3.41556,18,23845394274510149,23845443237380149,3.829444,130.796964,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,68.93,2020-07-20 0:00:00,0
1313,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.361005,31,23845476576250149,23845476576240149,0.976452,23.054075,NRTV=AWR04_DylanAshland__CONV=purchase,30.27,2020-07-20 0:00:00,0
1288,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.863354,24,23845474015460149,23845476317950149,0.68125,12.694099,NRTV=AWR01_productExplainer__CONV=purchase,16.35,2020-07-20 0:00:00,4.57
627,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],0.956938,6,23845474015460149,23845474022030149,2.081667,19.920255,NRTV=AWR01_productExplainer__CONV=purchase,12.49,2020-07-20 0:00:00,0
6034,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.14352,69,23845349878990149,23845443141450149,2.634348,30.124296,AUD=product+Organic/Natural_CONV=purchase_BC$500,181.77,2020-07-20 0:00:00,0
1774,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],3.607666,64,23845476403290149,23845476403260149,0.664219,23.962796,NRTV=AWR03_OrganicChange__CONV=purchase,42.51,2020-07-20 0:00:00,1
2677,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.597684,16,23845349878990149,23845443141460149,3.980625,23.791558,AUD=product+Organic/Natural_CONV=purchase_BC$500,63.69,2020-07-20 0:00:00,7.8
631,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.267829,8,23845476576250149,23845476576230149,1.5525,19.683043,NRTV=AWR04_DylanAshland__CONV=purchase,12.42,2020-07-20 0:00:00,0
2902,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.620262,18,23845349878760149,23845443141480149,5.12,31.757409,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,92.16,2020-07-20 0:00:00,0
69,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,67.681159,[Content] All ATC / IC - 30 Days,4.67,2020-07-20 0:00:00,0.1
470,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.425532,2,23844842610380149,23844842610360149,18.515,78.787234,[Content] All ATC / IC - 30 Days,37.03,2020-07-20 0:00:00,0
269,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.486989,4,23845030153310149,23845443198950149,2.135,31.747212,AUD=product_CONV=purchase_CC$500,8.54,2020-07-19 0:00:00,1
5589,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.592414,89,23845476403290149,23845476403280149,0.601124,9.572374,NRTV=AWR03_OrganicChange__CONV=purchase,53.5,2020-07-19 0:00:00,0.1
6350,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.228346,78,23845349878990149,23845443141450149,2.296154,28.204724,AUD=product+Organic/Natural_CONV=purchase_BC$500,179.1,2020-07-19 0:00:00,0
1655,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.450151,24,23845216371240149,23845443163670149,2.2225,32.229607,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,53.34,2020-07-19 0:00:00,1.5
1026,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],2.14425,22,23845216371220149,23845443163690149,1.501818,32.202729,AUD=product+Organic/Natural_CONV=purchase_BC$500,33.04,2020-07-19 0:00:00,0
5017,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.857086,43,23845394307790149,23845443253310149,4.959767,42.509468,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,213.27,2020-07-19 0:00:00,0
2218,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.307484,29,23845474015460149,23845476317940149,0.63,8.237151,NRTV=AWR01_productExplainer__CONV=purchase,18.27,2020-07-19 0:00:00,0
6485,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.233616,80,23845476403290149,23845476403270149,0.39425,4.863531,NRTV=AWR03_OrganicChange__CONV=purchase,31.54,2020-07-19 0:00:00,0
100,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,99.5,[Content] All ATC / IC - 30 Days,9.95,2020-07-19 0:00:00,0
2098,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.620591,34,23845474015460149,23845476317930149,0.854412,13.846521,NRTV=AWR01_productExplainer__CONV=purchase,29.05,2020-07-19 0:00:00,0
3048,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.082677,33,23845349878760149,23845443141480149,2.723636,29.488189,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,89.88,2020-07-19 0:00:00,1
169,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],3.550296,6,23844961421660149,23844961421500149,0.998333,35.443787,[Content] All Visitors Sample 30 days - Optmize=PUR,5.99,2020-07-19 0:00:00,0
395,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.265823,5,23844961421660149,23844961421640149,2.894,36.632911,[Content] All Visitors Sample 30 days - Optmize=PUR,14.47,2020-07-19 0:00:00,0
167,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0.598802,1,23844961421660149,23844961421490149,7.15,42.814371,[Content] All Visitors Sample 30 days - Optmize=PUR,7.15,2020-07-19 0:00:00,1
282,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.70922,2,23844842610380149,23844842610260149,7.195,51.028369,[Content] All ATC / IC - 30 Days,14.39,2020-07-19 0:00:00,0
479,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.835073,4,23844842610380149,23844842610360149,11,91.858038,[Content] All ATC / IC - 30 Days,44,2020-07-19 0:00:00,0
7985,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.86412,69,23845485933310149,23845485933300149,1.982464,17.13087,AUD=Broad_CONV=purchase_CC$550,136.79,2020-07-19 0:00:00,0
3946,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.013685,40,23845476576250149,23845476576230149,0.3595,3.644197,NRTV=AWR04_DylanAshland__CONV=purchase,14.38,2020-07-19 0:00:00,0
5025,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.472637,74,23845474015460149,23845476317950149,0.366351,5.395025,NRTV=AWR01_productExplainer__CONV=purchase,27.11,2020-07-19 0:00:00,1
5356,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.530993,82,23845476403290149,23845476403260149,0.429146,6.570202,NRTV=AWR03_OrganicChange__CONV=purchase,35.19,2020-07-19 0:00:00,1
6248,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.68822,43,23845485933310149,23845485933340149,1.797442,12.370359,AUD=Broad_CONV=purchase_CC$550,77.29,2020-07-19 0:00:00,1
319,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],3.134796,10,23845394274510149,23845443237380149,2.643,82.852665,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,26.43,2020-07-19 0:00:00,4
5729,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.152034,66,23845394307790149,23845443253320149,3.986818,45.929482,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,263.13,2020-07-19 0:00:00,0
2866,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],2.233077,64,23845476403290149,23845476403300149,0.292969,6.542219,NRTV=AWR03_OrganicChange__CONV=purchase,18.75,2020-07-19 0:00:00,3
3784,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],0.739958,28,23845476576250149,23845476576240149,0.9,6.659619,NRTV=AWR04_DylanAshland__CONV=purchase,25.2,2020-07-19 0:00:00,0
13528,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.434063,194,23845059400960149,23845443198940149,2.020309,28.972501,AUD=product_CONV=purchase_CC$550,391.94,2020-07-19 0:00:00,1
696,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.005747,7,23845216371220149,23845443163680149,2.728571,27.442529,AUD=product+Organic/Natural_CONV=purchase_BC$500,19.1,2020-07-19 0:00:00,0
336,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],2.678571,9,23845394274510149,23845443237370149,3.226667,86.428571,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,29.04,2020-07-19 0:00:00,2
691,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],2.460203,17,23845030153310149,23845443198960149,1.278235,31.447178,AUD=product_CONV=purchase_CC$500,21.73,2020-07-19 0:00:00,4.5
4127,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],1.79307,74,23845476576250149,23845476576220149,0.495,8.875697,NRTV=AWR04_DylanAshland__CONV=purchase,36.63,2020-07-19 0:00:00,0
373,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.80429,3,23844842610380149,23844842610320149,13.92,111.957105,[Content] All ATC / IC - 30 Days,41.76,2020-07-19 0:00:00,0
664,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.903614,6,23845216371240149,23845443163660149,3.291667,29.743976,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,19.75,2020-07-19 0:00:00,0
2426,23845453046160149,Sample,02_Prospecting_LC_Broad_Narrative [PROS],0.700742,17,23845474015460149,23845474022030149,0.381765,2.675185,NRTV=AWR01_productExplainer__CONV=purchase,6.49,2020-07-19 0:00:00,0
678,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.179941,8,23844842610380149,23844842610250149,11.42375,134.79351,[Content] All ATC / IC - 30 Days,91.39,2020-07-19 0:00:00,0
2184,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.007326,22,23845349878990149,23845443141460149,2.811364,28.319597,AUD=product+Organic/Natural_CONV=purchase_BC$500,61.85,2020-07-19 0:00:00,0
4969,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.026363,51,23845349878760149,23845443141470149,2.452549,25.172067,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,125.08,2020-07-19 0:00:00,0
94,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],2.12766,2,23844842610380149,23844842610300149,5.64,120,[Content] All ATC / IC - 30 Days,11.28,2020-07-19 0:00:00,0
76,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],2.631579,2,23844961421660149,23844961421510149,1.285,33.815789,[Content] All Visitors Sample 30 days - Optmize=PUR,2.57,2020-07-19 0:00:00,0
6839,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.169762,80,23845059400960149,23845443198930149,2.399375,28.066969,AUD=product_CONV=purchase_CC$550,191.95,2020-07-19 0:00:00,0
1548,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.839793,13,23845030153310149,23845443198960149,3.906154,32.803618,AUD=product_CONV=purchase_CC$500,50.78,2020-07-18 0:00:00,2
5869,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.431249,84,23845394307790149,23845443253320149,3.465952,49.606407,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,291.14,2020-07-18 0:00:00,0
105,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.952381,1,23844842610380149,23844842610290149,10.73,102.190476,[Content] All ATC / IC - 30 Days,10.73,2020-07-18 0:00:00,0
357,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.560224,2,23844842610380149,23844842610260149,15.47,86.666667,[Content] All ATC / IC - 30 Days,30.94,2020-07-18 0:00:00,2
1040,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.442308,15,23845216371220149,23845443163680149,2.262,32.625,AUD=product+Organic/Natural_CONV=purchase_BC$500,33.93,2020-07-18 0:00:00,0.5
244,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.639344,4,23844842610380149,23844842610300149,4.2225,69.221311,[Content] All ATC / IC - 30 Days,16.89,2020-07-18 0:00:00,0
1120,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.803571,9,23844842610380149,23844842610250149,12.556667,100.901786,[Content] All ATC / IC - 30 Days,113.01,2020-07-18 0:00:00,0
242,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.239669,3,23844842610380149,23844842610320149,19.813333,245.619835,[Content] All ATC / IC - 30 Days,59.44,2020-07-18 0:00:00,4.57
11965,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],0.98621,118,23845059400960149,23845443198930149,3.000424,29.590472,AUD=product_CONV=purchase_CC$550,354.05,2020-07-18 0:00:00,0
251,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0,0,23844961421660149,23844961421490149,,39.880478,[Content] All Visitors Sample 30 days - Optmize=PUR,10.01,2020-07-18 0:00:00,10.1
1230,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],2.195122,27,23845349878990149,23845443141450149,1.724815,37.861789,AUD=product+Organic/Natural_CONV=purchase_BC$500,46.57,2020-07-18 0:00:00,0
1386,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.793651,11,23845349878760149,23845443141470149,4.252727,33.751804,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,46.78,2020-07-18 0:00:00,0
1627,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.413645,23,23845216371240149,23845443163670149,3.356957,47.455439,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,77.21,2020-07-18 0:00:00,0
995,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],2.211055,22,23845349878760149,23845443141480149,1.753636,38.773869,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,38.58,2020-07-18 0:00:00,2
5236,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],0.763942,40,23845394307790149,23845443253310149,6.19125,47.297555,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,247.65,2020-07-18 0:00:00,0
20977,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.535015,322,23845059400960149,23845443198940149,1.979534,30.386137,AUD=product_CONV=purchase_CC$550,637.41,2020-07-18 0:00:00,0
187,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.604278,3,23844961421660149,23844961421510149,3.346667,53.68984,[Content] All Visitors Sample 30 days - Optmize=PUR,10.04,2020-07-18 0:00:00,0
543,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.657459,9,23845030153310149,23845443198950149,1.543333,25.580111,AUD=product_CONV=purchase_CC$500,13.89,2020-07-18 0:00:00,0
252,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],2.777778,7,23845394274510149,23845443237370149,2.798571,77.738095,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,19.59,2020-07-18 0:00:00,0
287,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],2.439024,7,23845394274510149,23845443237380149,3.484286,84.982578,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,24.39,2020-07-18 0:00:00,0
356,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.123596,4,23844842610380149,23844842610360149,6.5,73.033708,[Content] All ATC / IC - 30 Days,26,2020-07-18 0:00:00,0
836,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.956938,8,23845216371240149,23845443163660149,2.655,25.406699,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,21.24,2020-07-18 0:00:00,0
1086,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],1.657459,18,23845216371220149,23845443163690149,2.319444,38.443831,AUD=product+Organic/Natural_CONV=purchase_BC$500,41.75,2020-07-18 0:00:00,0
259,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],0,0,23844961421660149,23844961421500149,,28.957529,[Content] All Visitors Sample 30 days - Optmize=PUR,7.5,2020-07-18 0:00:00,0
1029,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.457726,15,23844961421660149,23844961421640149,2.345333,34.188533,[Content] All Visitors Sample 30 days - Optmize=PUR,35.18,2020-07-18 0:00:00,0
565,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.176991,1,23845349878990149,23845443141460149,12.61,22.318584,AUD=product+Organic/Natural_CONV=purchase_BC$500,12.61,2020-07-18 0:00:00,0
298,23844758987700149,Sample,04_Remarketing_BOFU_3.31.2020 [RT],2.348993,7,23845394274510149,23845443237380149,3.581429,84.127517,Top10%TOS+Lead+ATC+IC 3 Days - Optimize = Link Clicks - 7.6.20,25.07,2020-07-17 0:00:00,0
176,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.568182,1,23844842610380149,23844842610320149,21.49,122.102273,[Content] All ATC / IC - 30 Days,21.49,2020-07-17 0:00:00,1
19494,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.605622,313,23845059400960149,23845443198940149,1.850799,29.716836,AUD=product_CONV=purchase_CC$550,579.3,2020-07-17 0:00:00,0
1041,23844961421560149,Sample,04_Remarketing_Content_Visitors_4.30.2020  [RT],1.440922,15,23844961421660149,23844961421640149,2.246667,32.372719,[Content] All Visitors Sample 30 days - Optmize=PUR,33.7,2020-07-17 0:00:00,0
1334,23845030153230149,Sample,02_Prospecting_CostCaps$500_5.12.2020 [PROS],1.7991,24,23845030153310149,23845443198960149,1.86,33.463268,AUD=product_CONV=purchase_CC$500,44.64,2020-07-17 0:00:00,0
62,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0,0,23844842610380149,23844842610290149,,60.967742,[Content] All ATC / IC - 30 Days,3.78,2020-07-17 0:00:00,0
835,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.838323,7,23844842610380149,23844842610250149,13.737143,115.161677,[Content] All ATC / IC - 30 Days,96.16,2020-07-17 0:00:00,0
618,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.456311,9,23845349878990149,23845443141450149,2.588889,37.702265,AUD=product+Organic/Natural_CONV=purchase_BC$500,23.3,2020-07-17 0:00:00,0
264,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],0.378788,1,23844842610380149,23844842610360149,14.52,55,[Content] All ATC / IC - 30 Days,14.52,2020-07-17 0:00:00,0
351,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],0.2849,1,23845349878990149,23845443141460149,8.86,25.242165,AUD=product+Organic/Natural_CONV=purchase_BC$500,8.86,2020-07-17 0:00:00,0
221,23844842610240149,Sample,04_Remarketing_Content_ATC/IC_4.10.2020 [RT],1.357466,3,23844842610380149,23844842610260149,6.023333,81.764706,[Content] All ATC / IC - 30 Days,18.07,2020-07-17 0:00:00,0.9
822,23845216371230149,Sample,02_Prospecting_CBO_BidCaps_OGCreative_6.9.2020 [PROS],0.851582,7,23845216371220149,23845443163690149,3.59,30.571776,AUD=product+Organic/Natural_CONV=purchase_BC$500,25.13,2020-07-17 0:00:00,0
5516,23844754010350149,Sample,04_Remarketing_MOFU_3.31.2020 [RT],1.359681,75,23845394307790149,23845443253320149,3.536,48.078318,FB/IG Engagers + 75% View Views - 30 Days - Optimize = PUR - ConvWind= 7 Day Click - 7.6.20,265.2,2020-07-17 0:00:00,5.77
535,23845349878720149,Sample,02_Prospecting_CBO_BidCaps_CH_6.29.20 [PROS],1.495327,8,23845349878760149,23845443141470149,1.905,28.485981,AUD=10% PUR + PUR Value LLA_CONV=purchase_BC$500,15.24,2020-07-17 0:00:00,0
